video1,video2,mutual
4931,3340,6
4931,3906,3
4931,2352,3
4931,1419,2
4931,1444,2
4931,1683,2
4931,603,2
4931,2816,2
4931,545,2
4931,5138,3
4931,2811,2
4931,52,2
3156,3156,453
3156,3020,2
3156,1218,2
3156,3668,3
3156,3767,2
3156,5347,2
3156,1749,3
3156,3887,2
3156,1259,3
3156,2164,2
3156,2042,4
3156,4515,2
3156,1683,2
3156,1125,2
3156,2295,2
845,845,37
845,283,2
845,2876,2
845,415,2
845,3340,2
845,4931,2
3127,3127,485
3127,3301,2
3127,545,2
3127,3147,2
3127,2640,3
3127,4455,5
3127,1838,13
3127,3926,9
3127,909,15
3127,3183,8
3127,441,8
3127,5431,14
3127,2585,3
3127,1071,5
3127,3469,10
3127,5340,15
3127,666,6
3127,2707,2
3127,650,4
3127,5045,17
3127,906,3
3127,4667,10
3127,1352,4
3127,3767,12
3127,2807,2
3127,3068,6
3127,4561,5
3127,993,6
3127,514,11
3127,4490,2
3127,5138,20
3127,2019,6
3127,5126,6
3127,1444,7
3127,2643,6
3127,2142,2
3127,278,8
3127,1148,5
3127,4721,3
3127,787,10
3127,415,8
3127,2876,3
3127,2515,4
3127,813,2
3127,1082,7
3127,5331,2
3127,3441,4
3127,3268,2
3127,1932,9
3127,2865,5
3127,4181,9
3127,577,9
3127,1155,3
3127,2392,10
3127,3755,2
3127,940,11
3127,3234,8
3127,537,11
3127,5317,2
3127,1509,5
3127,2133,4
3127,5466,7
3127,3003,3
3127,233,2
3127,3092,2
3127,3668,2
3127,4917,3
3127,3946,2
3127,2482,3
3127,2438,2
3127,3340,9
3127,3262,3
3127,5217,3
3127,3432,2
3127,3731,3
3127,3887,5
3127,1413,5
3127,860,2
3127,2186,3
3127,185,2
3127,750,3
3127,2396,2
3127,283,12
3127,3187,2
3127,4367,4
3127,4329,2
3127,204,3
3127,1706,2
3127,2165,7
3127,3022,2
3127,4202,2
3127,3271,3
3127,1342,2
3127,4224,2
3127,4308,2
3127,973,3
3127,1229,5
3127,391,3
3127,2638,2
3127,4093,6
3127,3310,9
3127,4518,5
3127,4336,2
3127,3020,2
3127,4812,2
3127,603,3
3127,2811,7
3127,1696,3
3127,2107,3
3127,2164,4
3127,5030,2
3127,3191,2
3127,2870,5
3127,1323,2
3127,5064,3
3127,4837,2
3127,52,2
3127,3851,2
3127,5156,2
3127,4190,2
3127,2352,2
3127,2556,3
3127,3082,2
3127,2071,3
3127,4110,2
3127,3723,2
3127,5121,2
3127,2785,3
3127,4472,3
3127,3203,4
3127,555,2
3127,1714,3
3127,3967,2
3127,2208,2
3127,3659,3
3127,3365,2
3127,5177,2
3127,2003,2
3127,1009,3
3127,1647,2
3127,2771,2
3127,2253,3
3127,5406,2
3127,1131,2
3127,337,2
3127,3189,2
3127,1419,2
4147,4147,75
4147,3377,2
4147,1500,2
4701,4701,190
4701,2807,3
4701,4416,17
4701,1903,7
4701,4162,12
4701,3432,4
4701,235,2
4701,4388,8
4701,2686,11
4701,892,21
4701,2562,6
4701,516,5
4701,1335,3
4701,1620,3
4701,2876,2
4701,4277,7
4701,5464,14
4701,1545,7
4701,1410,3
4701,4530,2
4701,167,2
3777,3777,354
3777,646,4
3777,5444,3
3777,3113,2
3777,647,12
3777,4778,10
3777,3936,9
3777,3858,2
3777,4076,2
3777,3594,4
3777,3016,3
3777,460,2
3777,1349,2
3777,1251,2
3777,4420,2
3777,1369,4
3777,4278,2
3777,733,2
3777,4820,3
3777,2961,2
3777,2868,2
3777,1328,2
3777,5330,2
1500,1500,212
1500,5386,10
1500,2449,2
1500,2946,2
1500,424,3
1500,737,3
1500,4147,2
1500,2902,2
1500,921,2
1500,1879,3
4651,4651,100
4651,2927,3
4651,1502,4
4651,2977,4
560,560,88
560,2635,2
560,2183,5
560,152,2
560,3757,2
560,4380,4
560,1829,2
560,4456,2
560,4050,2
560,2156,2
560,3371,2
560,1862,2
2317,2317,107
2317,2876,2
2317,348,2
1142,1142,77
1142,3180,4
1142,498,7
1142,2367,13
1142,4171,9
1142,3950,7
1142,2348,2
1142,5320,2
1142,1106,4
1142,1834,3
3290,3290,185
3290,3887,3
3290,1198,4
3290,555,2
3290,4252,2
3290,347,2
3290,1229,2
3290,812,2
3290,1838,5
3290,1647,5
3290,2207,2
3290,5126,2
3290,909,2
3290,787,2
3290,1987,4
3290,906,2
3290,4834,4
3290,2392,4
3290,2084,2
3290,5030,2
3290,1683,2
3290,3277,3
3290,3285,2
3290,2515,4
3290,1148,2
3290,3108,2
3290,1009,3
3290,5045,2
3290,391,2
3290,577,2
3290,2461,2
3290,1915,3
3290,4561,3
3290,3068,3
3290,3637,2
4014,4014,518
4014,2910,6
4014,3757,2
4014,3809,2
4014,135,2
4014,1307,2
4014,5371,2
4014,2546,2
4014,1928,2
4014,3561,2
4014,3318,2
4014,3776,2
4014,3880,2
4014,110,2
4014,5033,2
4014,1609,2
4014,536,2
4014,588,2
4014,5366,3
4687,2503,2
4687,4687,107
4687,2619,2
4687,3219,4
4687,2684,4
1217,1217,490
1217,4076,3
1217,4983,5
1217,2340,6
1217,2726,3
1217,4617,2
1217,3947,3
1217,778,2
1217,152,2
1217,3736,3
1217,5197,2
1217,5041,6
1217,1940,2
1217,4896,2
1217,5157,3
1217,1036,5
1217,3278,3
1217,3235,2
1217,4633,2
1217,1791,6
1217,733,3
1217,3936,4
1217,4207,6
1217,4778,7
1217,1858,2
1217,2503,2
1217,1790,3
1217,1182,4
1217,1952,2
1217,1606,3
1217,1410,3
1217,4373,3
1217,3029,3
1217,536,6
1217,2378,6
1217,3018,6
1217,912,2
1217,339,2
1217,646,2
1217,647,2
1217,3016,2
1217,4554,2
1217,5235,2
1217,2656,3
1217,1251,2
1217,4702,2
1217,1384,2
1217,958,2
1217,2336,2
1217,1504,2
1217,5167,3
1217,2482,3
1217,1369,5
1217,1038,2
1217,590,2
1217,4139,2
1217,585,2
1217,5069,7
1217,827,2
1217,1646,2
1217,1674,2
1217,194,4
1217,1903,2
1217,137,3
1217,3268,2
1217,3192,2
1217,4612,2
1217,5024,4
1217,2535,4
1217,1328,2
1217,737,2
1217,2865,2
1217,2807,2
1217,4599,2
1217,5395,3
1217,5314,3
1217,4796,4
1217,3904,3
1217,5186,2
1217,5216,2
1217,2321,2
1217,1005,2
1217,4546,2
1217,1681,2
1217,4553,3
1217,239,3
1217,1302,2
1217,4854,3
1217,3899,2
1217,901,2
1217,4380,2
1217,5261,2
1217,3903,2
1217,1559,2
1217,856,3
1217,4820,4
1217,1529,2
1217,1020,3
1217,387,2
1217,2076,2
1217,712,2
1217,5204,2
1217,2811,2
1217,2417,2
1217,5340,2
1217,3757,2
1217,4261,3
1217,4945,2
1217,2309,4
1217,4729,2
1217,5417,2
1217,5475,3
1217,1254,2
1217,4904,2
1217,4791,3
1217,4456,2
1217,1363,4
1217,4321,2
1217,3622,3
1217,2961,2
1217,1049,2
1217,5033,2
1217,4419,3
1217,4984,3
1217,4049,2
1217,1282,2
1217,413,2
1217,1923,2
1217,3893,2
460,460,190
460,647,5
460,1036,2
460,155,2
460,3777,2
460,3858,2
4432,4432,7
4959,4959,100
4959,4252,2
5386,5386,273
5386,1500,10
5386,1879,3
5386,3703,2
5386,3264,2
2076,2076,62
2076,5428,2
2076,1217,2
3219,3219,193
3219,3554,2
3219,2684,6
3219,4621,5
3219,4687,4
3219,2309,2
239,239,51
239,1217,3
239,5069,6
239,5041,2
239,4791,2
2133,2619,5
2133,993,5
2133,514,10
2133,3755,2
2133,2165,3
2133,1831,2
2133,1696,6
2133,2408,2
2133,1071,3
2133,4106,6
2133,441,7
2133,2133,289
2133,3020,7
2133,1419,8
2133,537,3
2133,1706,6
2133,3092,3
2133,52,7
2133,5217,2
2133,1932,3
2133,2208,2
2133,603,10
2133,2164,6
2133,3183,2
2133,4617,2
2133,2003,3
2133,555,4
2133,3115,7
2133,1509,3
2133,1838,2
2133,2515,2
2133,3731,9
2133,2876,6
2133,2142,3
2133,2253,7
2133,4931,3
2133,4316,3
2133,1413,7
2133,3659,8
2133,5431,9
2133,4568,3
2133,4628,6
2133,906,4
2133,2643,5
2133,750,4
2133,2107,2
2133,4881,5
2133,909,5
2133,3817,9
2133,4093,4
2133,4367,5
2133,3234,7
2133,4667,2
2133,3147,3
2133,3068,7
2133,3765,3
2133,1850,2
2133,1736,2
2133,4336,7
2133,2403,4
2133,3003,6
2133,3453,2
2133,3203,3
2133,3887,6
2133,2816,8
2133,940,5
2133,5045,7
2133,1518,5
2133,5373,2
2133,1864,7
2133,4721,4
2133,220,2
2133,4455,3
2133,2019,2
2133,1224,3
2133,4190,4
2133,1035,2
2133,2785,8
2133,860,2
2133,3767,2
2133,1570,3
2133,3710,3
2133,4731,2
2133,283,3
2133,5317,10
2133,1683,4
2133,1155,2
2133,4977,2
2133,185,6
2133,119,5
2133,2186,2
2133,5177,5
2133,1783,6
2133,4181,6
2133,2865,5
2133,3243,2
2133,545,2
2133,4812,2
2133,1125,3
2133,1229,3
2133,201,2
2133,1714,3
2133,2711,4
2133,5340,4
2133,577,3
2133,3285,2
2133,2870,2
2133,3340,4
2133,4287,2
2133,367,2
2133,2413,2
2133,1514,5
2133,686,2
2133,415,5
2133,5331,3
2133,5190,2
2133,5030,3
2133,1126,2
2133,3277,3
2133,3127,4
2133,3441,4
2133,4561,2
2133,3926,2
2133,5466,2
2133,2556,2
2133,4738,2
2133,2771,2
2133,5284,5
2133,51,3
2133,5052,3
2133,490,2
2133,4926,4
2133,5347,2
2133,1873,5
2133,1444,5
2133,5121,2
2133,3634,2
2133,5138,3
2133,278,3
2133,2404,2
2133,4829,2
2133,2811,3
2133,5445,2
2133,2352,2
2133,3469,2
2133,4646,2
4761,4761,98
1781,1781,160
647,647,188
647,460,5
647,536,3
647,1838,2
647,1559,4
647,1217,2
647,646,5
647,1036,3
647,3777,12
647,1156,2
647,4076,2
647,1369,4
647,3936,4
647,4778,3
647,1251,3
647,339,2
647,3016,2
647,1678,2
647,5444,2
647,3594,3
647,5330,4
647,155,2
4274,4274,105
4274,4491,4
4274,5082,2
4274,3503,2
4176,4176,94
4176,2496,6
5083,5083,100
4417,1751,10
4417,2157,13
4417,4417,86
4417,1844,2
4417,1208,11
4417,4005,4
4417,787,3
4417,584,12
4417,4308,14
4417,3222,4
4417,3701,11
4417,932,9
4417,578,12
4417,247,10
4417,1695,14
4417,4913,9
4417,5373,2
4417,3395,6
4417,732,5
4417,1155,2
4417,3946,2
4417,2142,2
4859,2378,10
4859,4859,205
4859,5216,2
4859,1377,2
4859,628,2
4859,152,2
4859,3208,4
4859,5020,2
4859,4612,2
4859,2010,7
4859,5186,11
4859,4419,3
4859,2535,2
4859,5261,2
4859,901,3
4859,1678,2
4859,2884,2
4859,1302,2
4859,3018,3
4859,4275,2
4859,5204,2
4859,5463,3
4859,1681,2
4859,5475,2
4859,4592,8
4859,4313,3
4859,4359,2
4859,5235,2
4859,4791,2
4859,1671,2
4859,4130,2
4859,3016,2
4453,4453,41
4453,1462,6
140,140,51
3980,3980,527
3980,171,14
3980,566,2
3980,588,2
3980,5463,3
3980,1709,2
3980,4998,2
3980,678,2
3980,4441,2
3980,3809,2
3980,3033,2
4142,4142,9
1800,1800,49
4277,4277,444
4277,4387,2
4277,2562,5
4277,4309,5
4277,2686,10
4277,388,2
4277,431,2
4277,4162,8
4277,4416,13
4277,1272,2
4277,4530,6
4277,4828,2
4277,1793,2
4277,1410,17
4277,892,13
4277,5464,8
4277,4110,4
4277,693,4
4277,4988,3
4277,4701,7
4277,4091,2
4277,1335,2
4277,1349,3
4277,235,8
4277,3582,5
4277,1545,7
4277,2595,2
4277,3,2
4277,3218,2
4277,490,2
4277,2404,3
4277,167,3
4277,263,2
4277,4426,2
4277,5312,3
4277,1960,2
4277,2327,2
4277,1074,2
4277,4388,3
4277,3322,2
4277,2851,2
4277,810,2
4277,1369,2
4277,1903,9
4277,1000,2
4277,387,2
4277,4377,3
4277,1036,2
4277,3678,2
2183,2183,133
2183,152,4
2183,560,5
2183,4857,3
2183,1878,2
2183,3558,2
2183,4553,2
2183,4380,7
2183,2687,2
2183,4796,2
2183,4973,2
2183,5401,2
2183,3545,2
2183,1338,2
2183,2153,2
2183,3001,2
2183,74,2
2183,2292,2
2183,1064,2
2183,5449,2
2183,553,2
2183,3278,2
2183,1457,2
2183,3921,2
2183,3554,2
2183,4681,2
2183,2042,2
2183,4198,2
2504,2504,48
2504,2194,5
2504,1240,2
2504,4939,3
2504,2821,6
2504,2394,5
2504,1501,3
2438,2438,212
2438,5180,5
2438,4721,2
2438,2515,2
2438,5138,2
2438,5045,4
2438,1224,3
2438,1592,2
2438,1352,4
2438,3020,2
2438,3127,2
2438,3945,2
2438,2640,2
2438,4287,2
2438,3235,2
2438,2071,2
2438,1838,2
2438,3052,2
2438,2811,2
2438,5347,2
2438,983,3
2438,788,2
3054,3054,348
3054,4868,18
3054,2655,3
3054,1860,2
3054,425,3
3054,525,3
3054,2983,3
3054,4955,5
3054,839,9
3054,1441,2
3054,405,3
2635,2635,64
2635,560,2
2635,1220,2
2635,4019,2
2635,1923,2
2635,3386,3
2635,5235,3
787,787,475
787,5347,5
787,767,2
787,1873,3
787,1736,5
787,3235,3
787,283,14
787,1839,3
787,2142,3
787,1783,2
787,441,5
787,2019,4
787,1413,2
787,2403,4
787,3887,6
787,5177,5
787,2408,2
787,4881,2
787,5052,4
787,3127,10
787,3767,6
787,4721,2
787,2295,2
787,2771,4
787,537,4
787,4190,3
787,1444,3
787,1229,3
787,4455,5
787,709,2
787,3755,2
787,278,10
787,3731,9
787,3183,2
787,909,7
787,2876,9
787,4093,6
787,5340,6
787,1335,2
787,2640,2
787,3290,2
787,940,9
787,3115,4
787,686,3
787,2157,3
787,1862,4
787,119,3
787,3077,3
787,5445,5
787,2865,3
787,603,2
787,3554,2
787,812,2
787,2446,2
787,5045,6
787,2644,2
787,3310,3
787,1838,8
787,3301,3
787,5431,7
787,233,2
787,4386,2
787,2811,6
787,3022,2
787,5138,3
787,1647,3
787,1577,3
787,2785,4
787,1523,2
787,577,9
787,3588,3
787,3234,5
787,3003,3
787,3092,2
787,2186,3
787,1220,2
787,5064,3
787,2392,8
787,751,2
787,4568,4
787,993,3
787,4181,6
787,4316,3
787,4367,4
787,1751,2
787,4417,3
787,1208,2
787,584,3
787,4308,2
787,1061,2
787,2352,4
787,2686,2
787,5126,4
787,2643,2
787,415,2
787,4667,2
787,3967,3
787,3899,2
787,4106,2
787,4738,4
787,1342,3
787,3340,2
787,4518,4
787,5466,3
787,4583,2
787,2071,3
787,3469,3
787,3277,3
787,1323,2
787,3817,2
787,545,3
787,3926,7
787,3147,2
787,3082,3
787,5190,3
787,83,2
787,1071,2
787,1706,2
787,367,2
787,750,2
787,3262,2
787,3946,2
787,2816,2
787,3634,2
787,4646,2
787,2870,2
787,4380,2
787,4837,2
787,5060,2
787,3039,3
787,1714,4
787,5156,2
787,4996,2
787,220,2
787,1932,5
787,3582,2
787,3068,5
787,1749,2
787,983,2
787,1224,4
787,3203,2
787,5317,2
787,4812,2
787,2724,2
787,185,2
787,678,2
787,3858,2
787,5217,3
787,3189,2
787,906,2
787,347,2
787,4336,2
787,1696,2
787,2165,2
787,3240,2
912,912,223
912,3069,2
912,3502,2
912,4097,4
912,1217,2
912,3597,2
1031,1031,91
1031,1413,2
1031,591,2
173,173,70
173,1751,2
173,558,5
173,3401,8
173,4913,2
173,3240,2
173,1676,2
173,2119,4
173,4879,2
173,576,8
173,459,6
173,2136,3
173,3808,7
173,389,3
173,3068,2
173,4963,2
173,3436,5
173,5276,3
173,932,2
173,1320,3
173,3227,2
173,4979,2
173,2300,2
173,2607,2
3642,3642,19
3642,4960,3
3642,3502,2
4304,4304,114
4304,3386,4
4304,383,2
4304,5138,2
4304,3001,2
4304,1731,2
2094,2094,103
2094,3148,3
2094,4393,2
2010,2010,94
2010,712,2
2010,1036,2
2010,5261,2
2010,2378,3
2010,339,2
2010,4313,3
2010,3018,4
2010,4859,7
2010,5186,2
2010,4729,2
3139,3139,189
3139,3740,11
3139,3193,5
3139,287,4
3139,2098,2
3139,2689,3
3139,5333,2
3139,3261,5
3139,9,4
3139,4550,3
3139,1243,3
4725,4725,72
4388,4388,90
4388,4416,8
4388,5464,4
4388,892,6
4388,4701,8
4388,4162,4
4388,516,2
4388,4277,3
5270,5270,99
5270,2182,2
5270,534,2
5347,5347,569
5347,787,5
5347,4931,3
5347,2876,3
5347,3946,2
5347,1626,2
5347,577,2
5347,2643,2
5347,367,2
5347,993,3
5347,3277,2
5347,2133,2
5347,3156,2
5347,52,2
5347,5138,4
5347,1008,2
5347,2438,2
5347,1369,2
5347,403,2
5347,2042,2
5347,1131,2
5347,4762,2
5347,2711,2
5347,3306,2
5347,3659,2
5347,5284,2
5347,1224,3
5347,2515,2
5347,2020,2
5347,1864,2
5347,4926,2
5347,4738,2
5347,1706,2
5347,3731,3
5347,4681,2
5347,2816,2
5347,3092,2
5347,1749,2
5347,4916,2
5347,4367,2
5347,3634,2
5347,4093,2
5347,2231,2
5347,4988,2
5347,2785,3
5347,2164,2
5347,4721,2
5347,5161,2
3886,3886,319
3886,5247,2
995,995,42
995,4896,2
4791,4791,185
4791,1988,2
4791,2675,9
4791,4859,2
4791,5463,2
4791,4076,2
4791,1217,3
4791,239,2
981,981,87
981,5000,8
981,860,2
981,936,7
981,415,2
981,2638,2
981,3432,2
981,2819,2
534,534,89
534,5270,2
2830,4103,3
2830,2830,13
1486,1486,20
1517,1517,334
1517,3666,2
1517,4413,2
1517,348,2
1517,2443,2
1517,3949,2
1517,2844,2
1517,5459,2
1517,1400,2
1517,3348,2
1517,5371,2
1517,2020,2
1517,5003,2
1517,1562,2
1517,962,2
275,275,69
275,2328,2
684,684,93
684,415,2
684,2019,2
684,1839,2
684,4377,2
684,812,2
171,171,216
171,3980,14
932,932,139
932,3701,5
932,1208,4
932,1695,6
932,4417,9
932,4308,5
932,1751,9
932,578,5
932,247,8
932,584,6
932,4913,3
932,4005,2
932,3395,12
932,732,3
932,3401,2
932,1534,2
932,2157,4
932,576,2
932,1123,2
932,173,2
932,459,3
932,3394,2
932,2119,2
932,2312,2
932,3092,2
932,3222,3
3261,3261,96
3261,287,10
3261,1103,3
3261,3139,5
3261,3740,3
3261,3193,3
3261,1243,3
3261,2689,2
2119,4879,4
2119,2119,52
2119,932,2
2119,459,15
2119,389,4
2119,3240,3
2119,3436,8
2119,3808,5
2119,1977,3
2119,1676,5
2119,173,4
2119,2136,2
2119,403,2
2119,2208,2
2119,5276,3
2119,576,4
2119,558,2
3660,3660,10
2706,2706,25
2706,1169,3
2706,358,3
2706,590,2
2657,2657,54
2657,5392,7
2657,959,3
2657,4362,2
3180,3180,115
3180,2367,17
3180,3950,5
3180,498,4
3180,4171,5
3180,3081,2
3180,1834,2
3180,4270,2
3180,1142,4
3193,3193,89
3193,3139,5
3193,3740,15
3193,3261,3
3193,2689,2
1921,1921,102
1921,137,2
1921,3,2
2116,2116,17
1923,1923,291
1923,4198,10
1923,901,2
1923,2440,4
1923,261,2
1923,2378,2
1923,152,2
1923,2292,2
1923,4380,5
1923,1064,3
1923,5331,2
1923,4854,2
1923,4019,2
1923,591,3
1923,2058,4
1923,3036,2
1923,3928,2
1923,2494,2
1923,3278,5
1923,623,4
1923,50,2
1923,2714,2
1923,194,2
1923,1071,2
1923,1254,5
1923,2416,2
1923,4331,2
1923,1220,3
1923,788,2
1923,2635,2
1923,2534,2
1923,4207,4
1923,3558,4
1923,4825,2
1923,4973,4
1923,413,2
1923,5165,2
1923,2996,2
1923,4561,2
1923,1217,2
1923,577,2
1923,4633,2
1923,1413,2
1923,4460,3
5037,5037,83
5037,2165,2
5037,940,2
5155,5155,2
2156,4380,3
2156,2156,85
2156,503,2
2156,1523,2
2156,4646,3
2156,560,2
5041,5041,100
5041,1302,2
5041,4712,2
5041,778,2
5041,1217,6
5041,3487,2
5041,5261,2
5041,5069,5
5041,4577,2
5041,4599,4
5041,4778,2
5041,712,2
5041,5167,4
5041,239,2
298,298,21
2884,2884,126
2884,3840,5
2884,4261,3
2884,4859,2
2884,4612,2
5415,5415,9
2632,2632,8
1198,1198,185
1198,3290,4
1198,3271,2
1198,4979,3
1198,3628,2
1198,577,2
5464,5464,168
5464,4416,19
5464,4388,4
5464,1903,7
5464,3432,4
5464,4277,8
5464,892,31
5464,4091,2
5464,4162,14
5464,4701,14
5464,2686,9
5464,167,2
5464,2562,5
5464,1410,6
5464,185,2
5464,1545,2
5464,940,2
5464,516,3
5464,3903,3
721,721,50
721,1331,5
1828,1828,12
1828,1209,3
1828,2387,3
2755,2755,11
2732,2732,34
2732,4261,3
2732,4856,10
2732,4285,6
2732,2211,3
2732,3055,4
2732,1428,2
2732,4637,3
2732,3300,2
2732,1551,3
4115,4115,2
5235,5235,115
5235,3016,7
5235,2656,8
5235,536,2
5235,1217,2
5235,1251,2
5235,3386,8
5235,5342,2
5235,2635,3
5235,3376,4
5235,1156,2
5235,4778,6
5235,5261,4
5235,4859,2
5235,5167,2
4350,4350,132
4350,420,2
4350,1803,3
4350,4126,2
4350,1709,2
4350,15,2
4278,4278,208
4278,1443,2
4278,3777,2
4278,3309,2
4278,2535,2
4278,4585,2
2496,2496,196
2496,4176,6
2496,356,2
1844,1751,2
1844,4417,2
1844,1844,69
1844,1208,2
1844,584,2
1844,4308,2
1844,5387,12
1844,1695,2
1844,5064,2
1844,578,2
1103,1103,99
1103,5333,3
1103,3261,3
3017,3017,20
3427,4105,3
3427,3427,30
114,114,183
114,2482,2
114,970,2
2440,2440,148
2440,2292,2
2440,3554,3
2440,1923,4
2440,261,3
2440,4380,10
2440,3558,3
2440,1862,2
2440,2153,2
2440,3001,2
1112,1112,198
1112,2558,3
1112,4062,2
1112,3526,3
1112,856,2
1112,1838,2
1112,2194,2
1112,2446,4
1112,152,3
1112,3554,2
1112,4049,2
1112,4762,2
1112,4261,2
1112,1302,2
1112,5088,2
1112,4456,2
1112,4546,2
1112,651,2
1112,5475,2
1112,4854,3
1112,4130,2
1112,2682,4
1112,2535,2
1112,712,2
5428,5428,106
5428,4323,2
5428,2076,2
5428,2815,2
594,594,217
594,609,2
594,2062,2
594,2078,2
1647,1647,170
1647,1125,3
1647,1987,2
1647,2019,2
1647,1932,2
1647,1839,2
1647,347,2
1647,555,2
1647,812,2
1647,1838,2
1647,810,2
1647,3290,5
1647,5000,3
1647,2136,2
1647,3240,2
1647,1915,3
1647,3858,3
1647,83,3
1647,1570,2
1647,3485,2
1647,2164,2
1647,3967,2
1647,2585,2
1647,787,3
1647,4377,2
1647,1082,2
1647,3147,3
1647,983,2
1647,1793,2
1647,246,5
1647,3108,2
1647,1138,2
1647,3668,2
1647,3127,2
1647,4834,2
1709,3309,4
1709,1709,483
1709,926,2
1709,1960,3
1709,678,2
1709,3980,2
1709,3569,2
1709,2193,2
1709,4350,2
1709,588,2
1709,2607,2
3405,3405,9
1502,1502,195
1502,3650,3
1502,4651,4
1502,2977,3
1502,2927,2
1026,1026,8
4576,4576,280
4576,812,2
4576,599,3
4576,788,2
4576,2785,2
4576,1864,2
4576,1838,2
4576,2491,2
4603,4603,5
4530,4530,91
4530,4277,6
4530,1272,2
4530,4828,2
4530,1410,6
4530,1903,4
4530,3582,2
4530,1093,2
4530,235,2
4530,4701,2
5188,5188,21
5188,3959,2
5188,2244,2
4097,4097,127
4097,1308,2
4097,3502,2
4097,912,4
3808,5276,4
3808,1977,4
3808,3808,34
3808,1278,2
3808,3395,2
3808,2119,5
3808,4913,2
3808,1695,2
3808,3401,6
3808,3436,4
3808,558,4
3808,173,7
3808,459,6
3808,576,6
3808,1676,3
3808,4043,2
3808,1718,2
3808,389,3
3808,4879,2
2618,2618,189
2618,5463,3
2618,5216,2
2618,4419,3
2618,2211,6
2618,4261,3
2618,4854,2
2618,4577,2
2618,2410,2
2618,555,2
2618,1678,2
2618,2245,2
1382,1382,111
1382,1545,2
1382,4619,3
1382,421,2
3671,3671,82
2491,2491,95
2491,3755,2
2491,2165,2
2491,403,2
2491,3020,3
2491,537,2
2491,3092,2
2491,4628,3
2491,4917,2
2491,2164,2
2491,2811,2
2491,3731,2
2491,1683,2
2491,1751,2
2491,4576,2
2491,2876,2
4582,4582,95
3227,3227,13
3227,1320,2
3227,173,2
3227,576,2
3227,389,2
4491,4491,100
4491,1757,3
4491,4249,2
4491,4274,4
4491,3503,2
3102,3102,72
3102,303,8
3102,1363,2
3102,3192,2
3102,2675,2
3102,4623,2
3102,3093,2
3102,1369,2
3102,4778,2
3102,3837,3
3102,2378,2
3102,536,2
2760,2760,47
2760,4404,5
2760,3382,3
2760,2713,2
4446,4446,50
4446,5315,2
4446,1814,2
4446,728,3
2017,2017,5
2490,2490,92
2490,1664,3
2490,3732,7
2490,3741,2
2490,4707,5
2490,4575,2
1053,536,2
1053,1053,44
1053,4485,3
1053,4735,2
927,927,99
3701,3701,84
3701,932,5
3701,1208,16
3701,1695,9
3701,1751,8
3701,247,13
3701,4308,18
3701,545,2
3701,4417,11
3701,578,5
3701,584,9
3701,4913,4
3701,3222,2
3701,4005,3
3701,422,2
3701,3967,3
3701,1932,2
3701,3395,4
3701,2157,5
3701,732,3
3701,5431,2
3395,3395,166
3395,1208,8
3395,2312,4
3395,4093,2
3395,3701,4
3395,584,7
3395,578,7
3395,247,6
3395,932,12
3395,732,4
3395,1695,5
3395,5387,2
3395,2019,2
3395,4913,9
3395,1751,12
3395,576,2
3395,4417,6
3395,4308,8
3395,2071,2
3395,2157,7
3395,3808,2
3395,1278,2
3395,459,2
3395,3222,2
2927,2927,105
2927,3650,6
2927,4651,3
2927,1502,2
2927,2977,3
110,110,212
110,4014,2
1701,4451,5
1701,1701,181
1701,391,2
1701,5000,9
1701,936,4
1701,1229,5
1701,2638,4
1701,1839,2
1701,3930,2
1701,2392,3
1701,3068,3
1701,577,2
1701,2819,5
1701,4181,2
1701,4561,2
1701,4190,2
1701,191,3
1701,3858,2
1701,1419,3
1701,3147,3
1701,3240,2
1701,4977,2
1701,3771,2
1701,1641,2
1701,4738,2
1701,3039,2
1701,2731,2
1701,3813,2
1701,4998,2
1701,2637,2
1701,2874,2
1701,1009,2
1701,940,2
3901,3901,99
5424,5424,49
5424,3350,2
5424,5061,5
5424,5158,2
5424,5202,2
5424,4079,2
5424,1788,6
5424,4777,2
5424,3742,3
5424,4225,2
5424,3087,9
5424,1238,6
710,710,179
710,4400,2
710,4114,2
710,1789,3
710,4130,2
3744,3744,96
3744,3967,2
3744,201,2
3744,1706,2
235,235,92
235,4277,8
235,4701,2
235,1903,2
235,1410,3
235,118,2
235,2686,3
235,892,2
235,2562,3
235,2895,2
235,1349,2
235,4530,2
5392,5392,72
5392,959,2
5392,2657,7
5392,2110,2
5392,4362,3
969,969,13
5333,5333,98
5333,1103,3
5333,3139,2
584,1751,11
584,2157,5
584,4417,12
584,1844,2
584,1208,18
584,4005,4
584,787,3
584,584,93
584,4308,18
584,578,12
584,932,6
584,247,13
584,3701,9
584,1695,10
584,4913,4
584,1131,2
584,3395,7
584,3222,5
584,732,4
4182,4182,97
4182,201,4
4182,508,2
4182,313,3
4182,519,2
4182,2174,3
431,431,87
431,367,2
431,4277,2
431,2972,2
431,3191,2
5005,5005,56
442,442,85
4970,4970,33
4970,4894,3
4970,3947,2
4970,3062,3
3992,3870,3
3992,3992,100
3992,2529,2
3376,3376,26
3376,1156,3
3376,3016,3
3376,5235,4
3376,2656,3
1788,1788,41
1788,1238,3
1788,3087,8
1788,3742,2
1788,5061,3
1788,5424,6
2703,2703,17
4219,4219,105
4219,3051,3
4498,4498,14
732,732,37
732,584,4
732,1695,2
732,2157,4
732,4417,5
732,4308,4
732,1208,6
732,3395,4
